Account,Date From,Date To,Bag Count,Vendor Name,City,State,Zip code
685,2012-06-01,2012-06-30,969,Jetta Chinese Restaurants Inc.,Olney,MD,20832
419,2016-08-01,2016-08-31,4301,FLAMAS,Silver Spring,MD,20910
114,2012-05-27,2012-06-30,11276,"LORD & TAYLOR, LLC",,PA,18702
21,2012-10-01,2012-10-31,1518,"City Sports, Inc",,MA,2114
302,2016-01-01,2016-01-31,5488,DSW SHOE WAREHOUSE INC,,OH,43219
765,2012-10-01,2012-10-31,3807,"Chevy Chase Marketing, Inc",Chevy Chase,MD,20815
359,2013-09-01,2013-09-30,1731,"Best Buy Stores, LP",,MN,55423
200,2016-07-01,2016-07-31,18274,"Marshalls of MA, Inc",,MA,1701
440,2012-06-01,2012-06-30,269,Aardvark Swim and Sport Inc,Rockville,MD,20852
755,2014-05-01,2014-11-30,3268,"B. A. Ham, Inc.",Gaithersburg,MD,20877
118,2014-07-01,2014-07-31,5597,"Adad, LLC",Rockville,MD,20852
205,2013-05-01,2013-05-31,3005,7-11 #22921A,Silver Spring,MD,20910
228,2015-10-01,2015-10-31,315,"3CCL, LLC",Rockville,MD,20850
697,2012-05-09,2013-05-02,837,"Accents Jewelry, Inc.",Rockville,MD,20852
455,2012-03-01,2012-03-31,1863,Zen Asian Grill & Sushi,Burtonsville,MD,20866
343,2015-11-01,2015-11-30,188,1488 B Inc,Rockville,MD,20852
966,2015-04-01,2015-04-30,1576,"Fusion America of Jersey Gardens, Inc.",,NJ,7663
694,2015-05-01,2015-05-31,3457,Starbucks Corporation,,WA,98134
900,2013-01-01,2013-01-31,17445,"Pollo Campero of Maryland, LLC",,TX,75240
310,2013-10-01,2013-10-31,711,Bombay Breeze International,Gaithersburg,MD,20878
765,2012-12-01,2012-12-31,3123,"Chevy Chase Marketing, Inc",Chevy Chase,MD,20815
788,2012-04-15,2012-05-14,1075,Q & W Inc,Rockville,MD,20852
1064,2014-03-01,2015-02-28,1102,IMAGINATION STAGE,Bethesda,MD,20814
138,2013-09-01,2013-09-30,16745,Forever 21 Retail Inc.,,CA,90031
33,2015-05-23,2015-06-22,595,A&H Seafood Market Partners LLC,Bethesda,MD,20814
202,2014-01-01,2014-01-31,407,Jill Acquisition LLC,,MA,2169
208,2014-11-05,2014-12-02,2114,Hari Corporation,Germantown,MD,20876
849,2016-02-01,2016-02-29,824,J2J Inc. dba Child's Play,Rockville,MD,20852
1101,2015-03-29,2015-04-25,34508,"Wegmans Food Markets, Inc.",,NY,14603
646,2014-08-01,2014-08-31,6212,J.M. Hollister LLC,,OH,43054
14,2013-04-20,2013-06-30,3565,PLAZA ARTIST MATERIALS OF THE MIDATLANTIC INC.,Silver Spring,MD,20910
902,2012-12-31,2013-06-30,2548,"Kim Galaxy, Inc.",Gaithersburg,MD,20879
1236,2014-12-01,2014-12-31,55,Downtown Beer and Wine Corp,Rockville,MD,20848
652,2014-02-01,2014-02-28,1536,"Occasions of Montgoemry Mall, Inc.",Gaithersburg,MD,20877
313,2013-03-01,2013-03-31,895,"Strosniders Hardware of Potomac, Inc.",Potomac,MD,20854
738,2016-09-25,2016-10-25,349,"cpss, inc t/a 3 star beer and wine",Gaithersburg,MD,20879
743,2012-07-01,2012-09-30,2035,PALAIS DE LUNE CORPORATION,Silver Spring,MD,20910
924,2013-05-04,2013-06-01,6568,"AnnTaylor Retail, Inc.",,CT,6461
1205,2014-05-01,2014-06-30,982,KIM CHHENG LLC,Gaithersburg,MD,20877
221,2013-06-01,2013-06-30,19116,Kmart Corporation,,IL,60179
795,2013-01-01,2013-03-31,2385,Dragon City,Silver Spring,MD,20910
249,2014-08-31,2014-10-04,487,"Madewell, Inc.",,NY,10003
354,2015-06-01,2015-06-30,1112,CalTort Development Corporation,Rockville,MD,20850
1155,2016-08-01,2016-08-31,277,Tiffany Thomas dba Chick-fil-A at Montrose Crossing FSU,,GA,30349
121,2015-08-01,2015-08-31,213,"Travel Traders Hotel Stores, Inc",,FL,33126
623,2012-03-01,2012-03-31,42571,Korean Korner Inc,Silver Spring,MD,20906
164,2013-09-01,2013-09-30,1391,TSA Stores Inc.,,CO,80110
269,2013-05-01,2013-05-31,1761,"Anthropologie, Inc.",,PA,19112
140,2015-09-01,2015-09-30,6243,"BATH & BODY WORKS, LLC.",,OH,43230
94,2016-03-01,2016-03-31,5479,Sarku SL White Oak Inc,Silver Spring,MD,20904
1121,2012-01-01,2012-12-31,4847,E&C Union Inc,Germantown,MD,20874
660,2015-07-01,2015-07-31,305,"ABI II, INC.",Gaithersburg,MD,20879
931,2015-08-01,2015-08-31,788,"AMAZING AIM, INC",Gaithersburg,MD,20877
392,2013-04-01,2013-04-30,9077,"MORAZAN GROCERY III, INC.",Gaithersburg,MD,20877
47,2012-12-01,2012-12-31,952,LEBANESE TAVERNA CAFE-CONGRESSIONAL INC,Rockville,MD,20852
460,2014-11-01,2014-11-30,234,Wow Grill Inc,Gaithersburg,MD,20877
516,2013-09-01,2013-09-30,172,E & C Enterprises MD719,,VA,22192
436,2012-06-01,2012-08-31,5018,"Yung Long, Inc.",Rockville,MD,20850
103,2013-10-01,2013-10-31,61079,MONTGOMERY COUNTY DEPT. OF LIQUOR CONTROL,Gaithersburg,MD,20878
571,2014-07-01,2014-07-31,215,Chong's Corporation,,VA,20151
711,2013-01-31,2013-05-31,5135,EMC VERIDIAN,Silver Spring,MD,20910
118,2013-11-01,2013-11-30,7936,"Adad, LLC",Rockville,MD,20852
551,2015-10-01,2015-10-31,21399,Lotte Plaza,Silver Spring,MD,20906
427,2013-04-30,2013-06-20,145,"Tropicanas Restaurant, Inc",Takoma Park,MD,20912
514,2013-02-01,2013-02-28,449,E & C Enterprises MD709,,VA,22192
1129,2014-04-01,2014-04-30,163,Dick's Sporting Goods Inc,,PA,15108
309,2012-06-27,2012-08-07,1398,SHIVAM ENTERPRISES LLC,Silver Spring,MD,20906
429,2015-03-01,2015-03-31,10292,Rodmans Discount Food,Silver Spring,MD,20906
447,2016-06-01,2016-06-30,907,Golden World Inc,Bethesda,MD,20814
319,2012-12-01,2012-12-31,26,Clover Rio Center LLC,Gaithersburg,MD,20878
103,2013-01-01,2013-01-31,53682,MONTGOMERY COUNTY DEPT. OF LIQUOR CONTROL,Gaithersburg,MD,20878
221,2016-02-01,2016-02-29,11097,Kmart Corporation,,IL,60179
1254,2016-01-01,2016-02-29,3143,"B2B2, Inc.",Rockville,MD,20852
351,2015-07-01,2015-07-31,4871,"Don Pollo of Bethesda, Inc.",Chevy Chase,MD,20815
1170,2015-01-01,2015-01-31,32398,"Sungwon Gaithersburg, LLC",Gaithersburg,MD,20878
773,2013-01-01,2013-12-31,3398,Neighborcare Pharmacies,,MD,21230
925,2016-07-01,2016-07-31,334,Cork 57 Inc.,Bethesda,MD,20814
582,2016-09-01,2016-09-30,997,Sterling Inc.,,OH,44333
528,2012-05-01,2012-05-31,2325,"LA CASITA, INC.",Silver Spring,MD,20910
244,2012-01-01,2012-01-31,385,Penn Camera Exchange Inc,,MD,20705
740,2015-06-01,2015-06-30,4083,cnp holdings inc/7-eleven20096-B,Silver Spring,MD,20906
16,2013-05-01,2013-05-31,29784,"H&M, Hennes & Mauritz LP",,NJ,7031
631,2012-02-01,2012-03-20,377,Jerry's Subs & Pizza,Olney,MD,20832
235,2016-04-01,2016-04-30,8666,Gap Inc,,NM,87102
599,2013-01-01,2013-01-31,1703,Cheese & Wine Shoppe,Silver Spring,MD,20902
245,2014-07-06,2014-08-02,678,"Grace Holmes, Inc.",,NY,10003
59,2012-01-01,2012-01-31,3509,A.C. Moore Incorporated,,NJ,8009
339,2013-09-01,2013-09-30,317,8701 Ram Inc,Silver Spring,MD,20910
1101,2016-06-26,2016-07-23,34474,"Wegmans Food Markets, Inc.",,NY,14603
321,2016-07-01,2016-07-31,153,MARK'S KITCHEN,Takoma Park,MD,20912
187,2012-10-01,2012-10-31,3716,Party City - Gaithersburg Inc.,Gaithersburg,MD,20878
746,2015-01-01,2015-12-31,10215,J. CHAN RESTAURANT INC,Silver Spring,MD,20906
280,2013-12-01,2014-01-31,17335,"Toys R Us Delaware, Inc.",,NJ,7470
21,2013-11-01,2013-11-30,1557,"City Sports, Inc",,MA,2114
1041,2015-11-01,2015-11-30,1799,MICKY'S RESTAURANT,Gaithersburg,MD,20877
848,2013-12-01,2013-12-31,86,YKM Inc,Rockville,MD,20852
187,2013-10-01,2013-10-31,3865,Party City - Gaithersburg Inc.,Gaithersburg,MD,20878
347,2012-12-01,2012-12-31,1235,Meridian Market and Wine(EMC at Meridian Inc.),Rockville,MD,20852
352,2016-07-01,2016-07-31,1586,YINGROUY CORP T/A WAYSIDE FARM MARKET,Silver Spring,MD,20904
628,2012-07-20,2012-08-24,956,Krispy Kreme Doughnut Corporation,Rockville,MD,20850
121,2014-03-01,2014-03-31,161,"Travel Traders Hotel Stores, Inc",,FL,33126
228,2014-12-01,2014-12-31,263,"3CCL, LLC",Rockville,MD,20850
814,2013-11-01,2013-11-30,14994,"Solano Family Restaurant, LLC",Silver Spring,MD,20902
463,2014-06-01,2014-06-30,197,Red Ginger Chinese Restaurant,Kensington,MD,20895
1136,2015-01-01,2015-01-31,1396,Milano's,,MD,21128
1226,2016-05-01,2016-05-31,654,S & S TRADERS INC,Rockville,MD,20852
571,2015-03-01,2015-03-31,294,Chong's Corporation,,VA,20151
478,2013-01-01,2013-01-31,1252,la brasa rotisserie,Rockville,MD,20852
77,2016-03-01,2016-03-31,241,"Vitamin World, Inc",,NY,11779
444,2014-12-01,2014-12-31,6,TGI Friday's Inc.,,TX,75287
483,2012-11-01,2012-11-30,187,"E & C Enterprises, Inc.",,VA,22192
430,2013-09-01,2013-10-20,384,OPH II Inc,Rockville,MD,20852
784,2014-10-01,2014-10-31,377,Toy Kingdom LLC,Rockville,MD,20850
15,2012-08-01,2012-08-31,3856,"SHOE SHOW, INC",,NC,28027
152,2012-12-18,2013-01-18,1215,dashen ethiopian grocery,Silver Spring,MD,20901
869,2015-11-01,2015-11-30,135,"The K Shop, Inc.",Takoma Park,MD,20912
841,2013-10-27,2013-12-31,7576,"Pier 1 Imports (U.S.), Inc",,TX,76102
217,2014-06-01,2014-06-28,1127,Record Town Inc.,,NY,12203
498,2014-05-01,2014-05-31,4343,"P.N.ENTERPRISES,LLC",Boyds,MD,20841
235,2012-06-01,2012-06-30,15697,Gap Inc,,NM,87102
97,2013-12-01,2013-12-31,584,Bethesda Bagels,Bethesda,MD,20814
153,2014-01-01,2014-01-31,141485,Trader Joe's Company,,CA,91017
1026,2012-01-01,2012-12-31,1034,Hall of Fame Cards,Potomac,MD,20854
1057,2014-01-01,2014-12-31,3061,Potomac Valley Shell,Gaithersburg,MD,20878
52,2012-11-09,2012-12-05,4403,COUNTRY BOY MARKET,Silver Spring,MD,20902
966,2013-10-01,2013-10-31,1594,"Fusion America of Jersey Gardens, Inc.",,NJ,7663
352,2015-07-01,2015-07-31,1894,YINGROUY CORP T/A WAYSIDE FARM MARKET,Silver Spring,MD,20904
23,2012-06-01,2012-06-30,4566,"Rugged Wearhouse, Inc",,WV,26508
625,2012-11-01,2012-11-30,2109,yohana inc.,Silver Spring,MD,20901
1158,2014-09-24,2014-10-26,2107,papayaclothing,Silver Spring,MD,20902
103,2016-08-01,2016-08-31,63292,MONTGOMERY COUNTY DEPT. OF LIQUOR CONTROL,Gaithersburg,MD,20878
198,2014-05-01,2014-05-31,16005,"The TJX Companies, Inc",,MA,1701
219,2012-05-31,2012-07-09,3849,"Shalom Strictly Kosher Meats, Inc.",Silver Spring,MD,20902
1235,2015-12-01,2015-12-31,25,Downtown Beer and Wine 2 Corp,Rockville,MD,20852
158,2016-08-01,2016-08-31,4133,SNIDERS SUPER FOODS,Silver Spring,MD,20910
157,2016-06-21,2016-07-20,24823,GLOBAL FOOD INC,Montgomery Village,MD,20886
899,2012-01-01,2012-06-30,2805,PANDA WOK CHINESE FOOD,,MD,20909
458,2012-01-01,2012-01-31,442,Peter's Sub Shop,Takoma Park,MD,20912
250,2014-04-01,2014-04-30,895,"Advance Stores Company, Incorporated",,VA,24012
571,2013-04-01,2013-04-30,172,Chong's Corporation,,VA,20151
523,2014-05-01,2014-05-31,49875,"FOR MY CHILDREN, INC.",Gaithersburg,MD,20877
551,2012-03-01,2012-03-31,16671,Lotte Plaza,Silver Spring,MD,20906
850,2012-10-01,2012-10-31,171,Kensington Pharmacy,Kensington,MD,20895
582,2016-03-01,2016-03-31,1035,Sterling Inc.,,OH,44333
317,2014-07-01,2014-09-30,2773,Beauty Systems Group,,TX,76210
314,2014-04-01,2014-04-30,574335,"Safeway, Inc.",,AZ,85027
312,2014-10-01,2014-10-31,5789,Strosniniders Hardware,Bethesda,MD,20814
1058,2014-12-01,2014-12-31,785,RALS KC MD LLC,,VA,20170
598,2012-07-10,2012-09-13,2517,snk corporation,Germantown,MD,20874
442,2013-07-01,2013-07-31,1469,CY Associates Inc,Rockville,MD,20852
1282,2015-09-01,2015-09-30,1427,"Clothing Emporium, Inc.",,NJ,7663
60,2012-10-01,2012-10-31,1942,Bradley Food & Beverage Inc,Bethesda,MD,20814
536,2014-10-01,2015-01-31,57199,"Pizza Brothers East II, Inc",Kensington,MD,20895
458,2014-12-01,2014-12-31,702,Peter's Sub Shop,Takoma Park,MD,20912
60,2015-03-01,2015-03-31,1959,Bradley Food & Beverage Inc,Bethesda,MD,20814
278,2012-01-01,2012-02-13,40177,GREAT WALL SUPERMARKET OF MD INC.,Rockville,MD,20850
527,2015-03-01,2015-03-31,326,"GUAPO'S BETHESDA, INC.",Bethesda,MD,20814
986,2014-07-01,2014-07-31,868,A&M IV Corporation,Rockville,MD,20853
1129,2013-04-01,2013-04-30,4175,Dick's Sporting Goods Inc,,PA,15108
356,2015-11-01,2015-11-30,2161,USK INC. T/A LAKESIDE BEER WINE CHEESE SB,Gaithersburg,MD,20877
142,2012-08-01,2012-08-31,3036,"MODELL'S MARYLAND II, INC.",,NY,10018
845,2016-04-01,2016-04-30,345,Drug Depot,Chevy Chase,MD,20815
1122,2013-01-01,2013-06-30,5393,YK Enterprises Inc,Germantown,MD,20874
354,2015-10-01,2015-10-31,2749,CalTort Development Corporation,Rockville,MD,20850
396,2012-07-01,2012-07-31,27998,"Green Castle International, Inc.",Silver Spring,MD,20901
16,2013-03-01,2013-03-31,27209,"H&M, Hennes & Mauritz LP",,NJ,7031
47,2015-04-01,2015-04-30,1619,LEBANESE TAVERNA CAFE-CONGRESSIONAL INC,Rockville,MD,20852
430,2014-01-21,2014-04-20,511,OPH II Inc,Rockville,MD,20852
1160,2016-03-01,2016-03-31,355,BONO Inc,Bethesda,MD,20817
337,2013-07-01,2013-07-31,28,AUSTIN GRILL LLC,,VA,20170
519,2012-01-31,2012-02-29,36583,Balducci's Maryland LLC,,NJ,7054
499,2013-03-01,2013-03-31,3293,"KUMAR ENTERPRISES, INC.",Boyds,MD,20841
859,2014-05-01,2014-05-31,192,Candy Man LLC,Silver Spring,MD,20902
47,2016-02-01,2016-02-29,601,LEBANESE TAVERNA CAFE-CONGRESSIONAL INC,Rockville,MD,20852
347,2013-01-01,2013-01-31,1201,Meridian Market and Wine(EMC at Meridian Inc.),Rockville,MD,20852
391,2015-04-01,2015-04-30,5791,"MORAZAN GROCERY II, INC.",Gaithersburg,MD,20877
550,2016-04-01,2016-04-30,2956,JAI HO FRESH INC,Germantown,MD,20874
291,2013-07-01,2013-07-31,951,"Guest Services, Inc.",,VA,22031
1208,2016-01-01,2016-06-30,8578,Hunan cafe Maryland inc,Gaithersburg,MD,20879
876,2012-08-01,2012-08-31,411,"AREEHANT, LLC",Gaithersburg,MD,20879
552,2012-03-01,2012-03-31,2995,"Chico's FAS, Inc.",,FL,33966
164,2016-02-01,2016-02-29,1748,TSA Stores Inc.,,CO,80110
645,2013-10-01,2013-10-31,2376,Abercrombie & Fitch,,OH,43054
362,2014-07-01,2014-07-31,35,Hwa Suk Lee,Silver Spring,MD,20906
986,2014-04-01,2014-04-30,917,A&M IV Corporation,Rockville,MD,20853
530,2014-06-01,2014-06-30,1345,LA CASITA PARTNERS CORPORATION,Germantown,MD,20874
79,2014-11-17,2014-12-18,701,finewine.com,Gaithersburg,MD,20878
293,2012-04-27,2012-05-30,2023,SYPHANY LLC,Silver Spring,MD,20906
479,2013-02-18,2013-03-18,6024,LA MART INC,Silver Spring,MD,20901
758,2012-09-01,2012-11-30,2583,"Holt Enterprises, Inc",Germantown,MD,20876
701,2014-06-01,2014-06-30,69,C C Gourmet Deli Inc,Chevy Chase,MD,20815
483,2014-07-01,2014-07-31,1008,"E & C Enterprises, Inc.",,VA,22192
634,2014-04-01,2014-08-31,28969,Yekta Deli & Imported Grocer,Rockville,MD,20852
347,2013-07-01,2013-07-31,1366,Meridian Market and Wine(EMC at Meridian Inc.),Rockville,MD,20852
440,2014-02-01,2014-02-28,96,Aardvark Swim and Sport Inc,Rockville,MD,20852
47,2012-06-01,2012-06-30,1286,LEBANESE TAVERNA CAFE-CONGRESSIONAL INC,Rockville,MD,20852
269,2015-03-01,2015-03-31,1213,"Anthropologie, Inc.",,PA,19112
288,2016-06-01,2016-06-30,685,eastward inc,Rockville,MD,20852
153,2014-03-31,2014-05-31,134075,Trader Joe's Company,,CA,91017
251,2013-07-01,2013-07-31,211957,Whole Foods Market Group Inc,,TX,78703
789,2013-02-01,2013-02-28,426,Mehranian LLC,Rockville,MD,20852
655,2014-04-01,2014-04-30,199,"Banner of Kentlands, Inc",Gaithersburg,MD,20877
931,2016-03-01,2016-03-31,667,"AMAZING AIM, INC",Gaithersburg,MD,20877
83,2013-04-01,2013-04-30,46026,"Home Depot USA.,INC.",,GA,30339
259,2015-09-01,2015-09-30,379,Rainbow Sushi Inc,Germantown,MD,20874
738,2012-04-24,2012-05-24,661,"cpss, inc t/a 3 star beer and wine",Gaithersburg,MD,20879
317,2016-04-01,2016-06-30,2808,Beauty Systems Group,,TX,76210
321,2012-04-01,2012-04-30,285,MARK'S KITCHEN,Takoma Park,MD,20912
266,2015-05-01,2015-05-31,1758,Carter's Retail Inc.,,CT,30326
538,2012-01-01,2012-05-31,1816,PBE - Forest Glen,Kensington,MD,20895
47,2012-07-01,2012-07-31,1285,LEBANESE TAVERNA CAFE-CONGRESSIONAL INC,Rockville,MD,20852
268,2015-01-01,2015-01-31,29,CHEVY CHASE CITGO INC.,Chevy Chase,MD,20815
409,2014-03-01,2014-03-31,1726,Muhn Inc,Silver Spring,MD,20906
339,2014-06-01,2014-06-30,293,8701 Ram Inc,Silver Spring,MD,20910
142,2015-05-01,2015-05-31,1892,"MODELL'S MARYLAND II, INC.",,NY,10018
245,2014-04-06,2014-05-03,712,"Grace Holmes, Inc.",,NY,10003
425,2013-09-01,2013-09-30,92,Village Beer and Wine,Germantown,MD,20876
321,2015-05-01,2015-05-31,383,MARK'S KITCHEN,Takoma Park,MD,20912
636,2013-03-01,2013-03-31,4101,Amia Corp,Gaithersburg,MD,20882
301,2015-11-01,2015-11-30,539,"Kielbasa Factory, Inc.",Rockville,MD,20852
351,2013-02-01,2013-02-28,3811,"Don Pollo of Bethesda, Inc.",Chevy Chase,MD,20815
79,2015-09-17,2015-10-19,519,finewine.com,Gaithersburg,MD,20878
685,2012-09-01,2012-10-31,3246,Jetta Chinese Restaurants Inc.,Olney,MD,20832
196,2012-09-01,2012-09-30,16125,chevy chase supermarket,Chevy Chase,MD,20815
377,2015-02-01,2015-07-31,8426,"Aquatic Thai, Inc.",,VA,22180
571,2016-02-01,2016-02-29,381,Chong's Corporation,,VA,20151
1267,2015-12-01,2015-12-31,83,BKSOH INC.,Silver Spring,MD,20910
197,2013-04-07,2013-05-04,254,RED DOOR SALONS INC,,AZ,85034
737,2016-07-01,2016-07-31,6132,"Payless ShoeSource, Inc.",,KS,66607
226,2016-02-01,2016-02-29,209,FOREST GLEN DELI,Silver Spring,MD,20901
200,2014-01-01,2014-01-31,15114,"Marshalls of MA, Inc",,MA,1701
1263,2015-07-01,2015-08-31,218,RYANALEX INC,Silver Spring,MD,20910
761,2014-07-01,2014-07-31,2601,johnny & prum Inc.,Silver Spring,MD,20902
501,2014-04-01,2014-04-30,89,PEPE COBBLER'S BENCH,Bethesda,MD,20817
343,2016-04-01,2016-04-30,242,1488 B Inc,Rockville,MD,20852
682,2012-01-01,2012-04-24,2958,priya food and spices,Germantown,MD,20874
634,2012-10-31,2013-01-09,14067,Yekta Deli & Imported Grocer,Rockville,MD,20852
478,2015-08-01,2015-09-30,1735,la brasa rotisserie,Rockville,MD,20852
309,2013-01-28,2013-02-27,1141,SHIVAM ENTERPRISES LLC,Silver Spring,MD,20906
57,2015-10-01,2015-10-31,219694,Harris Teeter,,NC,28105
208,2013-08-01,2013-09-03,3276,Hari Corporation,Germantown,MD,20876
245,2014-08-31,2014-10-04,478,"Grace Holmes, Inc.",,NY,10003
245,2014-08-03,2014-08-30,505,"Grace Holmes, Inc.",,NY,10003
74,2014-10-01,2014-10-31,5486,"Bloomingdale's, Inc.",,OH,45202
1070,2013-01-01,2013-03-31,1551,Lin & You Investment LLC,Rockville,MD,20850
599,2012-07-01,2012-07-31,2978,Cheese & Wine Shoppe,Silver Spring,MD,20902
251,2016-01-01,2016-01-31,232047,Whole Foods Market Group Inc,,TX,78703
693,2012-03-01,2012-04-30,1158,The Market On the boulevard,Cabin John,MD,20818
220,2016-04-01,2016-04-30,802,"H. W. Fletcher, Inc.",Olney,MD,20832
142,2012-03-01,2012-03-31,2898,"MODELL'S MARYLAND II, INC.",,NY,10018
863,2013-01-01,2013-01-31,31,The Orvis Company Inc,,VT,5250
102,2013-07-01,2013-07-31,13782,Walgreen Co.,,IL,60015
543,2012-02-01,2012-02-29,3176,The Salvation Army,,MD,20781
383,2011-02-01,2012-02-29,2071,YAMAS LLC,Silver Spring,MD,20902
464,2014-07-01,2014-07-31,268,ZCH Inc,Germantown,MD,20876
21,2013-12-01,2013-12-31,1889,"City Sports, Inc",,MA,2114
501,2013-11-01,2013-11-30,82,PEPE COBBLER'S BENCH,Bethesda,MD,20817
130,2012-09-01,2012-09-30,205,"SEVA Enterprises, Inc.",Rockville,MD,20852
208,2013-05-01,2013-05-28,3075,Hari Corporation,Germantown,MD,20876
384,2014-12-01,2014-12-31,61,cafe shawreen,Rockville,MD,20852
51,2014-09-01,2014-09-28,44919,"HAR WHEATON, INC.",Silver Spring,MD,20902
33,2015-08-23,2015-09-22,433,A&H Seafood Market Partners LLC,Bethesda,MD,20814
292,2014-01-01,2014-01-31,248,Brey Corp. t/a Hobby Works,Laurel,MD,20707
509,2011-01-01,2012-01-28,901,"Lucky Brand Dungarees Stores, Inc.",,NY,10018
682,2013-10-25,2013-11-25,115,priya food and spices,Germantown,MD,20874
878,2013-01-01,2013-01-31,1188,Y S Enterprise Inc,Rockville,MD,20850
479,2015-01-01,2015-01-31,5343,LA MART INC,Silver Spring,MD,20901
643,2012-10-01,2012-10-31,668,The Finish Line Inc,,IN,46235
97,2012-12-01,2013-01-31,1121,Bethesda Bagels,Bethesda,MD,20814
368,2013-02-01,2013-02-28,9453,Dave  West  Indian Product  Corp DBA The  Caribbean Market,Takoma Park,MD,20912
701,2013-08-01,2013-08-31,43,C C Gourmet Deli Inc,Chevy Chase,MD,20815
464,2014-02-01,2014-02-28,435,ZCH Inc,Germantown,MD,20876
449,2015-02-01,2016-08-22,2039,Sassanova Bethesda,Bethesda,MD,20814
1296,2016-06-01,2016-06-30,123,E & C Enterprises Inc.,Germantown,MD,20876
645,2016-03-01,2016-03-31,1493,Abercrombie & Fitch,,OH,43054
396,2014-05-01,2014-05-31,25412,"Green Castle International, Inc.",Silver Spring,MD,20901
502,2013-06-01,2013-06-30,1266,Jacob's Mirae Inc,Silver Spring,MD,20901
1136,2014-08-01,2014-08-31,1445,Milano's,,MD,21128
307,2014-03-01,2014-03-31,178,Masquerade LLC,,PA,19060
507,2014-08-01,2014-09-30,12794,11-Jul,Bethesda,MD,20814
434,2013-11-01,2013-11-29,1414,"OFFICE DEPOT, INC.",,FL,33496
801,2013-07-01,2013-07-31,273,JE DING Corporation,Silver Spring,MD,20910
925,2013-07-01,2013-07-31,424,Cork 57 Inc.,Bethesda,MD,20814
392,2014-11-01,2014-11-30,8001,"MORAZAN GROCERY III, INC.",Gaithersburg,MD,20877
532,2014-01-01,2014-01-31,26734,"EVERLU FOOD, INC.",Rockville,MD,20852
532,2016-03-01,2016-03-31,58511,"EVERLU FOOD, INC.",Rockville,MD,20852
460,2015-09-01,2015-09-30,268,Wow Grill Inc,Gaithersburg,MD,20877
698,2012-01-01,2012-12-31,2741,"Guitar Center Stores, Inc.",,CA,91362
23,2014-11-02,2014-11-29,2383,"Rugged Wearhouse, Inc",,WV,26508
550,2013-12-01,2013-12-31,3092,JAI HO FRESH INC,Germantown,MD,20874
535,2014-02-01,2015-02-28,733,"Mustard Seed Recycling Co., Inc.",Bethesda,MD,20814
943,2013-03-01,2013-03-31,2475,"Express Fashion Operations, LLC",,OH,43230
222,2014-04-01,2014-04-30,128,"Moon, Soon Sil",Bethesda,MD,20814
900,2012-11-01,2012-11-30,19753,"Pollo Campero of Maryland, LLC",,TX,75240
646,2015-07-01,2015-07-31,4802,J.M. Hollister LLC,,OH,43054
1150,2015-02-01,2015-02-28,55,MSG Gaithersburg LLC,Gaithersburg,MD,20878
1263,2015-11-01,2015-11-30,288,RYANALEX INC,Silver Spring,MD,20910
889,2012-09-01,2012-09-30,97,TRI PETRO LLC,Silver Spring,MD,20910
849,2016-06-01,2016-06-30,929,J2J Inc. dba Child's Play,Rockville,MD,20852
396,2015-10-01,2015-10-31,30213,"Green Castle International, Inc.",Silver Spring,MD,20901
830,2014-09-01,2014-09-30,151,"BROWN GROUP RETAIL, INC",,MO,63166
388,2016-01-01,2016-01-31,2587,Sanaie Corporation,Olney,MD,20832
214,2012-11-01,2012-11-30,21429,Nordstrom Inc.,,WA,98111
175,2015-11-01,2015-11-30,982,"kaziland food, inc.",Gaithersburg,MD,20877
189,2014-05-01,2014-05-31,45,"MAINGATE, INC.",,IN,46214
532,2016-08-01,2016-08-31,57125,"EVERLU FOOD, INC.",Rockville,MD,20852
876,2013-04-01,2013-04-30,452,"AREEHANT, LLC",Gaithersburg,MD,20879
1133,2016-09-01,2016-09-30,2358,"CLWY, LLC.",Rockville,MD,20850
203,2012-08-01,2012-08-31,22478,"Rite Aid of Maryland, Inc.",,PA,17319
303,2014-07-01,2014-07-31,1251,Deb Shops SDE LLC,,PA,19114
342,2015-12-01,2015-12-31,928,"Chicago Bakery, Co",Silver Spring,MD,20902
249,2015-02-01,2015-02-28,212,"Madewell, Inc.",,NY,10003
431,2014-07-21,2014-09-20,196,Bulman Enterprises Inc,Bethesda,MD,20814
140,2012-10-01,2012-10-31,7242,"BATH & BODY WORKS, LLC.",,OH,43230
1129,2016-04-01,2016-04-30,3224,Dick's Sporting Goods Inc,,PA,15108
627,2016-08-01,2016-08-31,29,"Thompson Tap Room, LLC",,VA,20170
461,2016-09-01,2016-09-30,111,Tiffany and Company,,NJ,7054
458,2015-02-01,2015-02-28,663,Peter's Sub Shop,Takoma Park,MD,20912
285,2012-08-20,2012-09-21,1496,guatemalteca bakery inc,Gaithersburg,MD,20877
463,2015-04-01,2015-04-30,243,Red Ginger Chinese Restaurant,Kensington,MD,20895
469,2012-11-01,2012-11-30,115,Gao's H&J of Maryland Inc,Rockville,MD,20850
481,2015-09-01,2015-09-30,348,CZC Inc,Silver Spring,MD,20910
260,2013-04-01,2013-04-30,677,JAG Footwear Accessories and Retail corp,,PA,19007
337,2012-12-01,2012-12-31,87,AUSTIN GRILL LLC,,VA,20170
475,2014-06-01,2014-06-30,182,MYC Inc,Silver Spring,MD,20910
